Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
05/31/2023,Ohio,2021,45,2021-11-13,"3,069","2,829",35,493,86,121,43,129,35,56,45,620,168,429,387,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,46,2021-11-20,"3,111","2,857",38,470,92,106,40,140,35,49,38,626,148,506,460,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,47,2021-11-27,"3,297","3,040",38,492,112,97,50,138,51,48,35,610,192,639,585,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,48,2021-12-04,"3,505","3,275",41,520,98,111,24,135,50,48,39,714,172,748,699,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,49,2021-12-11,"3,547","3,328",46,490,96,108,59,141,42,48,36,670,167,859,800,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,50,2021-12-18,"3,652","3,415",47,470,101,110,41,144,57,44,39,699,168,959,883,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,51,2021-12-25,"3,601","3,352",45,509,95,99,47,172,47,42,32,698,157,944,854,,,,,,,,,,,,,,,
05/31/2023,Ohio,2021,52,2022-01-01,"3,735","3,482",48,484,115,112,67,145,55,50,48,706,170,993,902,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,1,2022-01-08,"3,939","3,689",43,502,111,115,62,160,48,64,36,716,146,"1,151","1,035",,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,2,2022-01-15,"4,049","3,807",41,539,115,138,39,144,49,59,36,717,179,"1,249","1,117",,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,3,2022-01-22,"3,854","3,644",43,484,114,109,38,164,49,67,42,725,179,"1,177","1,030",,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,4,2022-01-29,"3,634","3,403",31,465,108,121,47,128,48,60,30,668,162,"1,005",878,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,5,2022-02-05,"3,391","3,155",43,434,108,112,49,150,47,54,24,677,167,805,681,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,6,2022-02-12,"3,224","2,986",48,453,98,113,40,137,44,70,31,695,155,618,514,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,7,2022-02-19,"2,882","2,662",40,465,81,101,31,108,41,49,25,652,154,475,393,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,8,2022-02-26,"2,752","2,523",37,476,102,96,36,123,42,57,30,569,145,352,258,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,9,2022-03-05,"2,575","2,333",36,476,87,106,36,114,49,44,21,552,136,256,196,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,10,2022-03-12,"2,634","2,396",36,477,83,100,41,126,36,60,32,592,147,167,113,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,11,2022-03-19,"2,582","2,353",25,473,88,89,33,126,55,53,30,606,135,155,105,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,12,2022-03-26,"2,311","2,087",43,427,79,89,21,113,39,49,30,504,120,95,61,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,13,2022-04-02,"2,462","2,233",35,501,80,92,17,126,54,52,22,551,121,100,61,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,14,2022-04-09,"2,410","2,204",43,463,87,75,29,134,45,48,24,559,148,72,43,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,15,2022-04-16,"2,399","2,146",42,476,72,96,28,131,44,55,37,535,113,52,22,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,16,2022-04-23,"2,298","2,089",36,419,71,79,32,127,43,43,32,507,162,57,31,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,17,2022-04-30,"2,408","2,175",36,471,81,84,29,110,39,45,30,567,150,73,38,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,18,2022-05-07,"2,468","2,195",31,461,75,86,29,141,24,41,30,603,128,56,31,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,19,2022-05-14,"2,337","2,101",44,463,84,74,27,113,43,42,27,547,114,54,33,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,20,2022-05-21,"2,334","2,096",45,437,68,88,28,124,31,45,28,538,132,68,40,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,21,2022-05-28,"2,256","2,048",38,440,61,80,28,109,48,48,23,540,111,74,45,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,22,2022-06-04,"2,373","2,145",27,471,75,90,33,150,38,46,26,500,137,86,60,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,23,2022-06-11,"2,377","2,121",37,468,59,85,23,121,29,44,27,532,126,80,55,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,24,2022-06-18,"2,328","2,083",43,427,78,69,27,130,48,44,27,544,117,85,54,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,25,2022-06-25,"2,362","2,108",30,440,62,71,29,124,49,45,29,563,128,69,49,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,26,2022-07-02,"2,446","2,192",39,491,77,95,22,108,40,40,23,587,137,78,44,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,27,2022-07-09,"2,374","2,102",34,477,61,93,29,134,38,46,27,479,141,74,52,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,28,2022-07-16,"2,394","2,137",37,467,75,81,20,114,38,48,33,540,118,102,65,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,29,2022-07-23,"2,388","2,143",36,470,75,79,34,111,53,28,22,518,118,104,71,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,30,2022-07-30,"2,471","2,205",39,486,86,64,28,121,43,43,40,530,133,132,88,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,31,2022-08-06,"2,402","2,138",25,469,68,83,27,130,46,51,27,496,136,133,89,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,32,2022-08-13,"2,422","2,171",31,451,77,97,27,114,34,43,33,542,141,146,99,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,33,2022-08-20,"2,437","2,198",50,454,72,104,21,119,45,25,25,528,138,135,94,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,34,2022-08-27,"2,419","2,197",28,452,66,84,21,126,55,42,29,537,133,169,100,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,35,2022-09-03,"2,479","2,211",43,508,72,90,20,137,48,46,30,521,120,139,86,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,36,2022-09-10,"2,424","2,150",35,472,78,88,27,92,38,46,24,519,119,142,83,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,37,2022-09-17,"2,439","2,219",26,475,70,107,29,122,55,46,26,533,126,114,81,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,38,2022-09-24,"2,399","2,169",38,498,63,84,32,110,50,38,23,528,131,141,90,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,39,2022-10-01,"2,433","2,201",31,489,84,94,33,114,39,52,36,505,129,118,77,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,40,2022-10-08,"2,569","2,299",28,500,83,96,35,121,47,47,30,545,147,115,65,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,41,2022-10-15,"2,478","2,213",33,485,78,82,31,122,43,58,45,525,132,98,65,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,42,2022-10-22,"2,522","2,271",33,470,82,92,35,126,40,60,26,556,124,100,71,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,43,2022-10-29,"2,522","2,266",41,460,75,95,37,127,56,42,28,546,149,122,75,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,44,2022-11-05,"2,627","2,381",42,475,83,116,34,142,51,46,31,611,141,104,70,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,45,2022-11-12,"2,533","2,280",54,474,71,104,26,124,39,53,29,556,116,116,76,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,46,2022-11-19,"2,660","2,429",37,489,81,102,50,135,39,51,27,621,164,145,98,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,47,2022-11-26,"2,752","2,526",47,503,87,100,28,162,47,50,41,608,162,147,102,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,48,2022-12-03,"2,823","2,565",40,495,83,105,71,158,46,49,38,653,161,115,74,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,49,2022-12-10,"2,826","2,594",43,490,78,112,90,151,67,49,37,633,148,136,89,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,50,2022-12-17,"2,870","2,618",47,495,74,125,78,157,51,52,32,625,145,154,99,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,51,2022-12-24,"2,938","2,670",53,523,117,107,81,169,50,56,44,624,145,177,123,,,,,,,,,,,,,,,
05/31/2023,Ohio,2022,52,2022-12-31,"2,939","2,689",52,505,87,112,74,165,57,56,26,673,149,147,87,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,1,2023-01-07,"2,871","2,627",47,509,95,120,87,126,64,46,51,607,155,171,119,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,2,2023-01-14,"2,693","2,450",50,469,68,114,69,145,45,61,39,577,134,152,108,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,3,2023-01-21,"2,620","2,405",31,463,79,91,39,129,52,51,55,621,151,139,96,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,4,2023-01-28,"2,581","2,360",33,475,97,109,49,125,44,50,48,557,133,119,73,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,5,2023-02-04,"2,484","2,235",37,442,91,88,47,113,36,44,63,551,142,99,62,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,6,2023-02-11,"2,637","2,415",39,487,80,105,29,141,44,53,63,576,159,100,69,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,7,2023-02-18,"2,459","2,246",38,480,93,86,35,133,47,37,60,537,144,59,34,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,8,2023-02-25,"2,533","2,320",42,455,91,102,32,123,42,53,60,580,127,83,53,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,9,2023-03-04,"2,533","2,342",44,504,76,113,31,137,49,45,84,532,145,92,62,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,10,2023-03-11,"2,535","2,334",53,469,72,86,30,117,48,52,94,542,149,95,56,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,11,2023-03-18,"2,580","2,376",38,504,76,87,30,138,52,49,91,591,128,73,52,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,12,2023-03-25,"2,524","2,350",42,467,77,110,29,124,46,60,110,548,152,76,44,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,13,2023-04-01,"2,578","2,409",33,467,80,95,37,159,53,40,135,569,137,89,53,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,14,2023-04-08,"2,402","2,240",37,458,85,67,39,117,43,45,170,501,132,64,38,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,15,2023-04-15,"2,508","2,336",36,465,71,74,31,118,33,31,188,578,132,69,39,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,16,2023-04-22,"2,382","2,264",35,483,78,84,39,118,46,47,180,487,123,54,30,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,17,2023-04-29,"2,352","2,264",43,449,91,78,25,114,39,42,195,518,146,55,34,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,18,2023-05-06,"2,189","2,114",42,424,66,90,21,98,34,37,255,458,107,35,17,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,19,2023-05-13,"1,812","1,792",26,380,54,65,24,92,48,35,188,356,123,20,12,,,,,,,,,,,,,,,
05/31/2023,Ohio,2023,20,2023-05-20,"1,127","1,127",17,253,20,47,11,54,20,15,187,189,68,21,11,,,,,,,,,,,,,,,
05/31/2023,Oklahoma,2020,1,2020-01-04,901,821,11,165,22,37,22,73,14,12,,256,40,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,2,2020-01-11,823,754,10,148,20,40,20,71,,14,,246,42,0,0,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,3,2020-01-18,850,791,,156,40,35,14,67,,13,,235,44,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Oklahoma,2020,4,2020-01-25,803,738,,169,35,41,13,68,,12,,209,38,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,5,2020-02-01,833,776,15,164,33,45,20,56,,,,204,45,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,6,2020-02-08,816,730,,168,19,27,14,43,10,10,,240,33,0,0,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,7,2020-02-15,806,730,12,136,27,32,16,63,,,,219,46,0,0,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,8,2020-02-22,818,750,,154,28,38,19,71,,12,,232,33,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,9,2020-02-29,829,768,,159,30,47,22,67,10,,,221,33,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,10,2020-03-07,799,727,,147,28,40,25,54,,12,,245,35,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Oklahoma,2020,11,2020-03-14,792,725,,152,27,34,21,62,,,,227,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,12,2020-03-21,827,761,16,155,37,26,25,74,,,,205,41,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
05/31/2023,Oklahoma,2020,13,2020-03-28,856,775,15,183,29,38,23,60,10,,,199,39,18,14,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,14,2020-04-04,784,716,,143,23,33,28,53,,,,194,32,42,37,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,15,2020-04-11,857,786,,149,31,33,15,64,,,,224,36,52,48,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,16,2020-04-18,799,742,,136,35,38,15,54,13,11,,204,36,48,46,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,17,2020-04-25,780,721,13,138,25,34,11,51,,,,223,28,47,39,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,18,2020-05-02,759,691,,158,26,32,10,39,,12,,198,32,47,44,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,19,2020-05-09,776,691,,154,35,37,,47,,,,213,34,29,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,20,2020-05-16,733,668,11,131,28,32,11,44,,,,199,39,20,12,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,21,2020-05-23,815,715,,174,23,23,,50,,11,,217,34,23,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,22,2020-05-30,740,661,,168,27,24,,43,,,,198,39,24,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,23,2020-06-06,789,712,,160,26,21,11,42,,,,222,41,15,11,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,24,2020-06-13,770,681,,170,29,26,,42,11,14,,199,30,15,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,25,2020-06-20,741,656,,149,24,36,,34,,,,222,33,18,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,26,2020-06-27,765,686,,156,39,27,,44,,,,207,30,18,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,27,2020-07-04,781,692,12,155,26,28,,47,,,,191,33,24,19,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,28,2020-07-11,768,690,11,149,17,34,,54,,,,199,23,37,30,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,29,2020-07-18,794,707,,159,24,31,,43,,,,196,29,48,45,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,30,2020-07-25,904,817,,180,34,30,10,45,,11,,239,34,68,57,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,31,2020-08-01,881,811,,154,30,31,,49,,12,,263,32,75,67,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,32,2020-08-08,814,743,,147,30,31,,50,,,12,198,46,73,69,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2020,33,2020-08-15,860,783,15,164,22,26,,59,,11,,200,46,92,72,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,34,2020-08-22,877,804,15,162,32,35,12,42,,,,232,31,76,65,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,35,2020-08-29,814,732,,146,29,37,,60,,12,,178,32,81,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,36,2020-09-05,828,749,,163,29,27,,48,10,,,204,22,76,64,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,37,2020-09-12,802,724,11,151,23,25,,47,,,,202,33,80,68,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,38,2020-09-19,793,714,,134,22,20,,62,,,,202,47,77,65,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,39,2020-09-26,909,832,,183,30,37,,51,,,,221,25,90,72,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,40,2020-10-03,851,768,,167,35,34,,50,,15,,204,25,87,68,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,41,2020-10-10,970,874,11,186,21,25,12,53,,,,236,44,121,102,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,42,2020-10-17,862,779,,138,36,37,,50,,10,,220,24,113,99,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,43,2020-10-24,945,878,,172,23,57,10,64,,,,212,24,170,144,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,44,2020-10-31,"1,025",934,,162,29,47,10,57,,,,246,42,165,139,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,45,2020-11-07,"1,028",950,,144,29,47,11,64,,16,,247,36,193,173,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,46,2020-11-14,"1,065",987,,145,27,48,16,60,,,,239,41,256,220,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,47,2020-11-21,"1,148","1,068",,171,29,49,11,68,,,,234,39,304,259,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,48,2020-11-28,"1,148","1,073",,152,35,30,11,54,10,13,,217,40,374,329,,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,49,2020-12-05,"1,321","1,242",,160,33,50,10,53,,12,,246,46,477,424,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,50,2020-12-12,"1,212","1,151",,151,40,39,,58,10,,,229,37,444,407,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,51,2020-12-19,"1,281","1,204",,156,40,38,,60,,,,294,35,422,376,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,52,2020-12-26,"1,272","1,201",16,147,34,27,10,58,11,17,,244,35,446,393,,,,,,,,,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2020,53,2021-01-02,"1,337","1,267",11,153,32,35,10,64,,11,,282,31,489,427,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,1,2021-01-09,"1,259","1,177",15,132,39,31,13,49,,,,259,42,494,434,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,2,2021-01-16,"1,306","1,233",,167,33,42,17,63,,,0,237,43,472,420,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
05/31/2023,Oklahoma,2021,3,2021-01-23,"1,310","1,229",,159,24,45,14,59,,11,,260,42,447,408,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,4,2021-01-30,"1,171","1,099",,153,21,36,,59,12,11,,241,32,365,338,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,5,2021-02-06,"1,054",986,,147,37,30,,55,14,10,,260,37,280,232,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,6,2021-02-13,986,910,11,140,45,30,,46,15,,,227,46,213,173,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,7,2021-02-20,"1,013",943,14,159,39,30,,57,,14,,258,47,182,157,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,8,2021-02-27,924,842,13,138,34,35,10,52,,12,,232,30,153,125,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,9,2021-03-06,882,794,,143,26,42,,53,,,,224,37,118,90,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,10,2021-03-13,842,770,,156,23,27,,43,,12,,225,33,68,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,11,2021-03-20,773,678,,126,25,21,11,29,,,,214,37,59,46,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,12,2021-03-27,828,770,,165,37,16,11,52,,,,215,27,54,42,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,13,2021-04-03,787,714,11,143,32,28,,52,10,,,223,29,44,29,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,14,2021-04-10,832,732,,165,31,17,13,41,,,,220,42,56,42,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
05/31/2023,Oklahoma,2021,15,2021-04-17,782,705,,158,25,22,,42,,,,221,37,40,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
